"TaxonUsageID";"TaxonConceptID";"TaxonName";"AuthorName"
511;511;"Solanum incanum";"L."
512;512;"Solanum melongena";"L."
513;513;"Solanum nigrum";"L."
514;514;"Solanum tuberosum";"L."
515;515;"Sonchus asper";"(L.) Hill"
516;516;"Sonchus oleraceus";"L."
517;517;"Sonchus species";
518;518;"Sorghum arundinaceum";"(Desv.) Stapf"
519;519;"Sorghum bicolor";"(L.) Moench"
520;520;"Sorghum purpureo-sericeum";"(Hochst. ex A. Rich.) Asch. & Schweinf."
521;521;"Spermacoce chaetocephala";"DC."
522;522;"Spermacoce ruelliae";"DC."
523;523;"Spermacoce senensis";"(Klotzsch) Hiern"
524;524;"Spermacoce tenuior";"L."
525;525;"Sphaeranthus bullatus";"Mattf."
526;526;"Sphaeranthus species";
527;527;"Sphaeranthus steetzii";"Oliv. & Hiern"
50060;527;"Sphaeranthus gomphrenoides";"O. Hoffm."
528;528;"Sphaeranthus suaveolens";"(Forssk.) DC."
50061;528;"Sphaeranthus napierae";"Ross-Craig"
529;529;"Sphaeranthus ukambensis";"Vatke & O. Hoffm."
530;530;"Sphenoclea zeylanica";"Gaertn."
531;531;"Spinacia oleracea";"L."
532;532;"Sporobolus africanus";"(Poir.) Robyns & Tournay"
533;533;"Sporobolus helvolus";"(Trin.) T. Durand & Schinz"
534;534;"Sporobolus indicus";"(L.) R. Br."
535;535;"Sporobolus pyramidalis";"P. Beauv."
536;536;"Sporobolus tenuissimus";"(Mart. ex Schrank) Kuntze"
537;537;"Stellaria media";"(L.) Vill."
538;538;"Stellaria sennii";"Chiov."
539;539;"Stylochiton salaamicus";"N.E. Br."
540;540;"Swertia kilimandscharica";"Engl."
541;541;"Swertia species";
52146;541;"Swertia cf. mannii";"Hook. f."
542;542;"Symphytum officinale";"L."
543;543;"Tagetes minuta";"L."
544;544;"Talinum caffrum";"(Thunb.) Eckl. & Zeyh."
545;545;"Talinum paniculatum";"(Jacq.) Gaertn."
546;546;"Talinum tenuissimum";"Dinter"
51365;546;"Talinum crispatulatum";"Hedw."
547;547;"Taraxacum officinale";"F. H. Wigg."
548;548;"Tephrosia villosa";"(L.) Pers."
549;549;"Tetrapogon cenchriformis";"(A. Rich.) Clayton"
550;550;"Themeda triandra";"Forssk."
551;551;"Tragia furialis";"Bojer ex Prain"
552;552;"Tragia impedita";"Prain"
553;553;"Trianthema portulacastrum";"L."
554;554;"Tribulus cistoides";"L."
555;555;"Tribulus terrestris";"L."
556;556;"Trichodesma zeylanicum";"(Burm. f.) R. Br."
557;557;"Tridax procumbens";"L."
558;558;"Trifolium burchellianum";"Ser."
559;559;"Trifolium campestre";"Schreb."
560;560;"Trifolium cryptopodium";"Steud. ex A. Rich."
561;561;"Trifolium lugardii";"Bullock"
562;562;"Trifolium medium";"L."
563;563;"Trifolium repens";"L."
564;564;"Trifolium rueppellianum";"Fresen."
565;565;"Trifolium semipilosum";"Fresen."
566;566;"Trifolium species";
567;567;"Tripteris vaillantii";"Decne."
50062;567;"Osteospermum vaillantii";"(Decne.) Norl."
568;568;"Triumfetta flavescens";"Hochst. ex A. Rich."
569;569;"Triumfetta rhomboidea";"Jacq."
570;570;"Triumfetta tomentosa";"Bojer"
571;571;"Tropaeolum majus";"L."
572;572;"Typha capensis";"(Rohrb.) N.E. Br."
573;573;"Typha latifolia";"L."
574;574;"Urochloa distachya";"(L.) T. Q. Nguyen"
50063;574;"Brachiaria distachya";"(L.) Stapf"
575;575;"Urochloa jubata";"(Fig. & De Not.) Sosef"
50064;575;"Brachiaria jubata";"(Fig. & De Not.) Stapf"
576;576;"Urochloa panicoides";"P. Beauv."
577;577;"Urochloa setigera";"(Retz.) Stapf"
578;578;"Urtica massaica";"Mildbr."
579;579;"Urtica species";
580;580;"Verbena bonariensis";"L."
581;581;"Verbena brasiliensis";"Vell."
583;583;"Vernonia adoensis";"Sch. Bip."
584;584;"Vernonia amygdalina";"Delile"
585;585;"Vernonia brachycalyx";"O. Hoffm."
586;586;"Vernonia capensis";"(Houtt.) Druce"
587;587;"Vernonia cinerea";"(L.) Less."
588;588;"Vernonia colorata";"(Willd.) Drake"
589;589;"Vernonia glabra";"(Steetz) Vatke"
590;590;"Vernonia poskeana";"Vatke & Hildebr."
591;591;"Vernonia species";
52174;591;"Vernonia cf. purpurea";"Sch. Bip."
592;592;"Vernonia turbinata";"Oliv. & Hiern"
593;593;"Veronica anagallis-aquatica";"L."
594;594;"Vicia faba";"L."
595;595;"Vigna parkeri";"Baker"
596;596;"Vigna radiata";"(L.) R. Wilczek"
597;597;"Vigna schimperi";"Baker"
598;598;"Vigna unguiculata";"(L.) Walp."
599;599;"Vigna vexillata";"(L.) A. Rich."
600;600;"Vossia cuspidata";"(Roxb.) Griff."
601;601;"Xanthium strumarium";"L."
602;602;"Zea mays";"L."
603;603;"Zehneria scabra";"(L. f.) Sond."
50065;50065;"Ludwigia species";
50066;50066;"Ludwigia linearis";"Walter"
50067;50067;"Pycreus polystachyos";"(Rottb.) P. Beauv."
50068;50068;"Fimbristylis robusta";"Lye"
50069;50069;"Schoenoplectiella articulata";"(L.) Lye"
52338;50069;"Schoenoplectus articulatus";"(L.) Palla"
50070;50070;"Phyla nodiflora";"(L.) Greene"
50071;50071;"Limnophyton obtusifolium";"(L.) Miq."
50072;50072;"Heliotropium steudneri ssp. bullatum";"Verdc."
50073;50073;"Cyperus articulatus";"L."
50074;50074;"Cyclosorus interruptus";"(Willd.) H. Itô"
52002;50074;"Dryopteris gongylodes";"(Schkuhr) Kuntze"
52008;50074;"Thelypteris interrupta";"(Willd.) K. Iwats."
52009;50074;"Cyclosorus striatus";"Ching"
50075;50075;"Lepistemon owariense";"(P.Beauv.) Hallier f."
50076;50076;"Ludwigia stenorraphe";"(Brenan) H.Hara"
50077;50077;"Azolla filiculoides";"Lam."
50078;50078;"Azolla nilotica";"Mett."
50079;50079;"Glinus oppositifolius";"(L.) Aug.DC."
50080;50080;"Glinus lotoides";"L."
50081;50081;"Physalis angulata";"L."
50082;50082;"Digera muricata";"(L.) Mart."
50083;50083;"Phragmites karka";"(Retz.) Steud."
50084;50084;"Litogyne gariepina";"(DC.) Anderb."
50085;50085;"Dipcadi viride";"(L.) Moench"
50086;50086;"Anthericopsis sepalosa";"(C.B. Clarke) Engl."
50087;50087;"Bolboschoenus glaucus";"(Lam.) S.G. Sm."
50088;50088;"Ammannia prieuriana";"Guill. & Perr."
50089;50089;"Fimbristylis quinquangularis";"(Vahl) Kunth"
50090;50090;"Malvastrum coromandelianum";"(L.) Garcke"
50091;50091;"Ocimum americanum";"L."
50092;50092;"Cyperus sphacelatus";"Rottb."
50093;50093;"Nesaea volkensii";"Koehne"
50094;50094;"Eriochloa parvispiculata";"C.E. Hubb."
50095;50095;"Sporobolus agrostoides";"Chiov."
51537;50095;"Sporobolus filipes";"Stapf ex Napper"
50096;50096;"Alternanthera nodiflora";"R. Br."
50097;50097;"Heliotropium bullockii";"Verdc."
50098;50098;"Corchorus africanus";"Bari"
50099;50099;"Indigofera masaiensis";"J.B.Gillett"
50100;50100;"Agathisanthemum bojeri";"Klotzsch"
50101;50101;"Digitaria sanguinalis";"(L.) Scop."
50102;50102;"Sporobolus spicatus";"(Vahl) Kunth"
50103;50103;"Cucumis maderaspatanus";"L."
50104;50103;"Mukia maderaspatana";"(L.) M. Roem."
50105;50105;"Typha domingensis";"Pers."
51999;50105;"Typha australis";"Schumach."
50106;50106;"Ludwigia erecta";"(L.) H.Hara"
50107;50107;"Lemna aequinoctialis";"Welw."
50108;50107;"Lemna perpusilla";"Torr."
52003;50107;"Lemna paucicostata";"Hegelm."
50109;50109;"Ceratophyllum demersum";"L."
50110;50110;"Oldenlandia capensis";"L.f."
50111;50111;"Imperata cylindrica";"(L.) Raeusch."
50112;50112;"Synedrella nodiflora";"Gaertn."
50113;50113;"Oldenlandia corymbosa var. caespitosa";"L. v. caespitosa (Benth.) Verdc."
50114;50114;"Spermacoce latituba";"(K.Schum.) Verdc."
50115;50115;"Hygrophila richardsiae";"Vollesen"
50116;50116;"Cyperus afroalpinus";"Lye"
50117;50117;"Cyperus dichrostachyus";"Hochst. ex A. Rich."
50118;50118;"Borassus aethiopum";"Mart."
50119;50119;"Eichhornia crassipes";"(Mart.) Solms"
50120;50120;"Diclis ovata";"Benth."
50121;50121;"Paspalum notatum";"Alain ex Flüggé"
50122;50122;"Nymphaea lotus";"L."
50123;50123;"Bulbostylis striatella";"C.B. Clarke"
50124;50124;"Courtoisina cyperoides";"(Roxb.) Soják"
50125;50125;"Commelina triangulispatha";"Mildbr."
50126;50126;"Amaranthus lividus";"L."
50127;50127;"Torenia thouarsii";"(Cham. & Schltdl.) Kuntze"
50128;50128;"Setaria pumila";"(Poir.) Roem. & Schult."
50129;50129;"Cenchrus clandestinus";"(Hochst. ex Chiov.) Morrone"
50130;50129;"Pennisetum clandestinum";"Hochst. ex Chiov."
50131;50129;"Kikuyuochloa clandestina";"(Hochst. ex Chiov.) H. Scholz"
50132;50132;"Cenchrus pennisetiformis";"Hochst. & Steud."
50133;50132;"Pennisetum pennisetiforme";"(Hochst. & Steud. ex Steud.) Wipff"
50134;50134;"Acacia xanthophloea";"Benth."
50135;50135;"Centrosema pubescens";"Benth."
50137;50137;"Cynodon plectostachyus";"(K. Schum.) Pilg."
50138;50138;"Lotus pedunculatus";"Cav."
50139;50138;"Lotus uliginosus";"Schkuhr"
50140;50140;"Poa pratensis";"L."
50141;50141;"Senecio mesogrammoides";"O. Hoffm."
50142;50142;"Kyllinga erecta";"Schumach."
50757;50142;"Cyperus erectus";"(Schumach.) Mattf. & Kük."
50143;50143;"Nesaea stuhlmannii";"Koehne"
50144;50144;"Indigofera brachynema";"J. B. Gillett"
50145;50145;"Acanthospermum glabratum";"(DC.) Wild"
50146;50146;"Panicum subalbidum";"Kunth"
52006;50146;"Panicum glabrescens";"Steud."
52007;50146;"Panicum longijubatum";"(Stapf) Stapf"
50147;50147;"Spermacoce princeae";"(K. Schum.) Verdc."
50148;50148;"Melanthera scandens ssp. madagascariensis";"(Baker) Wild"
50149;50149;"Ludwigia stenorraphe ssp. macrosepala";"(Brenan) P.H. Raven"
50150;50150;"Cycnium tubulosum ssp. montanum";"(N.E. Br.) O. J. Hansen"
50151;50151;"Cyperus denudatus";"L. f."
50152;50152;"Medicago species";
50153;50153;"Geranium arabicum";"Forssk."
50154;50154;"Brachypodium flexum";"Nees"
50155;50155;"Juniperus procera";"Hochst. ex Endl."
50156;50156;"Sanicula elata";"Buch.-Ham. ex D. Don"
50157;50157;"Stipa dregeana";"Steud."
50160;50160;"Rubus volkensii";"Engl."
50161;50161;"Rapanea melanophloeos";"(L.) Mez"
50162;50162;"Ehrharta erecta";"Lam."
50163;50163;"Faurea saligna";"Harv."
50164;50164;"Xymalos monospora";"(Harv.) Baill."
50165;50165;"Brucea antidysenterica";"J. F. Mill."
50166;50166;"Clausena anisata";"(Willd.) Hook. f. ex Benth."
50167;50167;"Clerodendrum johnstonii";"Oliv."
50168;50167;"Clerodendron johnstonii";
50169;50169;"Dicliptera species";
50170;50170;"Doryopteris concolor";"(Langsd. & Fisch.) Kuhn"
51729;50170;"Doryopteris nicklesii";"Tardieu"
50171;50171;"Polystachya confusa";"Rolfe"
50172;50172;"Polystachya piersii";"P.J. Cribb"
50173;50173;"Polystachya species";
50174;50174;"Pteris quadriaurtia";"Retz."
50175;50175;"Droguetia iners";"(Forssk.) Schweinf."
50176;50176;"Amauropelta bergiana";"(Schltdl.) Holttum"
51765;50176;"Thelypteris bergiana";"(Schltdl.) Ching"
50177;50177;"Schefflera volkensii";"(Harms) Harms"
50178;50178;"Stegnogramma pozoi";"(Lag.) K. Iwats."
50179;50179;"Solanum schumannianum";"Dammer"
50180;50180;"Aneilema pedunculosum";"C.B. Clarke"
50181;50181;"Dracaena species";
50182;50182;"Pilea johnstonii";"Oliv."
50183;50183;"Pupalia lappacea";"(L.) A. Juss."
50184;50184;"Schoenoxiphium lehmannii";"(Nees) Steud."
50185;50185;"Plectranthus barbatus";"Andrews"
50186;50186;"Pteridium aquilinum";"(L.) Kuhn"
50187;50187;"Rhamnus prinoides";"L'Hér."
50188;50188;"Myrsine africana";"L."
50189;50189;"Cadia purpurea";"(G. Piccioli) Aiton"
50190;50190;"Vangueria apiculata";"K. Schum."
50191;50191;"Cheilanthes multifida";"(Sw.) Sw."
50192;50192;"Cheilanthes hirta";"Sw."
50193;50193;"Aleuritopteris farinosa";"(Forssk.) Fée"
50194;50193;"Cheilanthes farinosa";"(Forssk.) Kaulf."
50195;50195;"Asplenium trichomanes";"L."
50196;50196;"Cordia monoica";"Roxb."
51337;50196;"Cordia ovalis";"R. Br. ex A. DC."
50197;50197;"Pellaea species";
50198;50198;"Cheilanthes bergiana";"Schltdl."
50199;50199;"Hypericum revolutum";"Vahl"
50200;50200;"Gnidia glauca";"(Fresen.) Gilg"
50201;50201;"Sinarundinaria alpina";"(K. Schum.) C. S. Chao & Renvoize"
50202;50202;"Pseudocarum eminii";"(Engl.) H. Wolff"
50203;50203;"Impatiens meruensis";"Gilg"
50204;50204;"Maytenus undata";"(Thunb.) Blakelock"
50205;50205;"Dovyalis abyssinica";"(A. Rich.) Warb."
50206;50206;"Piper capense";"L. f."
50207;50207;"Cyphostemma maranguense";"(Gilg) Desc."
50208;50208;"Arachniodes foliosa";"(C. Chr.) Schelpe"
50209;50209;"Rubus pinnatus";"Willd."
50210;50210;"Laportea alatipes";"Hook. f."
50211;50211;"Lobelia giberroa";"Hemsl."
50212;50212;"Maesa lanceolata";"Forssk."
50213;50213;"Psychotria orophila";"E.M.A. Petit"
50214;50214;"Loxogramme abyssinica";"(H.G. Baker) Price"
50215;50215;"Arisaema mildbraedii";"Engl."
50216;50216;"Coptosperma graveolens";"(S. Moore) Degreef"
50217;50216;"Tarenna graveolens";"(S. Moore) Bremek."
50218;50218;"Turraea holstii";"Gürke"
50219;50219;"Asparagus setaceus";"(Kunth) Jessop"
50220;50220;"Asplenium erectum";"Bory ex Willd."
50221;50221;"Cyperus afrosylvestris";"Lye"
50222;50221;"Cyperus sesquiflorus ssp. appendiculatus";"(K. Schum.) Lye"
50223;50223;"Panicum calvum";"Stapf"
50224;50224;"Solanum nigriviolaceum";"Bitter"
50225;50224;"Solanum sessilistellatum";"Bitter"
50226;50226;"Englerina woodfordioides";"(Schweinf.) Balle"
50227;50227;"Pilea rivularis";"Wedd."
51229;50227;"Pilea ceratomera";"Wedd."
50228;50228;"Pycnostachys meyeri";"Gürke"
50229;50229;"Solanum appendiculatum";"Dunal"
50230;50230;"Pavetta gardeniifolia";"A. Rich."
50233;50233;"Chionanthus battiscombei";"(Hutch.) Stearn"
50234;50234;"Cassipourea malosana";"(Baker) Alston"
50235;50235;"Olea capensis ssp. hochstetteri";"(Baker) Friis & P. S. Green"
51708;50235;"Olea hochstetteri";"Baker"
50236;50236;"Cardamine africana";"L."
50237;50237;"Cystopteris fragilis";"(L.) Bernh."
50238;50238;"Crassocephalum montuosum";"(S.Moore) Milne-Redh."
52154;50238;"Crassocephalum bumbense";"S. Moore"
50239;50239;"Hypoestes forskaolii";"(Vahl) R. Br."
50240;50240;"Microglossa pyrifolia";"(Lam.) Kuntze"
50241;50241;"Mikaniopsis bambuseti";"(R. E. Fr.) C. Jeffrey"
50242;50242;"Justicia striata";"(Klotzsch) Bullock"
50243;50243;"Nuxia congesta";"R. Br. ex Fresen."
50244;50244;"Jasminum abyssinicum";"Hochst. ex DC."
50245;50245;"Thalictrum rhynchocarpum";"Quart. -Dill. & A. Rich. ex A. Rich."
50246;50246;"Vepris simplicifolia";"(Engl.) Mziray"
50247;50246;"Teclea simplicifolia";"(Engl.) I. Verd."
50248;50248;"Ochna insculpta";"Sleumer"
50249;50249;"Cyathula polycephala";"Baker"
50250;50250;"Dregea schimperi";"(Decne.) Bullock"
50251;50251;"Osyris lanceolata";"Hochst. & Steud."
50252;50251;"Osyris abyssinica";"f. latifolia Fiori"
50253;50253;"Pavetta species";
50254;50254;"Trema orientalis";"(L.) Blume"
50255;50254;"Trema guineensis";"(Schumach. & Thonn.) Ficalho"
50256;50256;"Celtis africana";"Burm. f."
50257;50257;"Cussonia spicata";"Thunb."
50258;50258;"Scadoxus multiflorus";"(Martyn) Raf."
51722;50258;"Haemanthus multiflorus";"Martyn"
50261;50261;"Viscum tuberculatum";"A. Rich."
50262;50262;"Rhus natalensis";"Bernh. ex C. Krauss"
50264;50264;"Thunbergia alata";"Bojer ex Sims"
50265;50265;"Asparagus falcatus";"L."
50266;50266;"Erica arborea";"L."
50267;50267;"Gerbera piloselloides";"(L.) Cass."
50268;50267;"Piloselloides hirsuta";"(Forssk.) C. Jeffrey"
50269;50269;"Cynoglossum lanceolatum";"Forssk."
50270;50270;"Alchemilla species";
50271;50271;"Rhamnus staddo";"A. Rich."
50272;50272;"Hesperis species";
50273;50273;"Clutia abyssinica";"Jaub. & Spach"
50274;50274;"Parietaria debilis";"G. Forst."
50275;50275;"Podocarpus latifolius";"(Thunb.) R. Br. ex Mirb."
50276;50276;"Vepris nobilis";"(Delile) Mziray"
50277;50276;"Teclea nobilis";"Delile"
50278;50278;"Asplenium aethiopicum";"(Burm. f.) Bech."
50279;50279;"Clematis simensis";"Fresen."
50280;50280;"Aerangis thomsonii";"(Rolfe) Schltr."
50281;50281;"Senecio syringifolius";"O. Hoffm."
50282;50282;"Asplenium loxoscaphoides";"Baker"
50283;50283;"Asplenium monanthes";"L."
50284;50284;"Cyphostemma kilimandscharicum";"(Gilg) Desc. ex Wild & R. B. Drumm."
50285;50285;"Maytenus heterophylla";"(Eckl. & Zeyh.) N. Robson"
50286;50286;"Scutia myrtina";"(Burm. f.) Kurz"
50287;50287;"Pentas lanceolata";"(Forssk.) Deflers"
50288;50288;"Urera hypselodendron";"(Hochst. ex A. Rich.) Wedd."
50289;50289;"Asplenium theciferum";"(Kunth) Mett."
50840;50289;"Asplenium theciferum var. concinnum";"(Kunth) Mett."
50290;50290;"Adiantum poiretii";"Wikstr."
50291;50291;"Pleopeltis macrocarpa";"(Bory ex Willd.) Kaulf."
51230;50291;"Pleopeltis lanceolata";"Kaulf."
50292;50292;"Peperomia abyssinica";"Miq."
50293;50293;"Stephania abyssinica";"(Quart. -Dill. & A. Rich.) Walp."
50294;50294;"Viola abyssinica";"Steud. ex Oliv."
50295;50295;"Anthriscus sylvestris";"(L.) Hoffm."
50296;50296;"Polystichum discretum";"(D. Don) J. Sm."
50297;50296;"Polystichum fuscopaleaceum";"Alston"
50298;50298;"Agrocharis incognita";"(C. Norman) Heywood & Jury"
51737;50298;"Caucalis incognita";"C. Norman"
50299;50299;"Euphorbia ugandensis";"Pax"
50300;50300;"Satureja pseudosimensis";"Brenan"
50301;50301;"Prunus africana";"(Hook. f.) Kalkman"
50302;50302;"Pteris dentata";"Forssk."
50303;50303;"Dombeya torrida";"(J.F. Gmel.) Bamps"
50304;50303;"Dombeya goetzenii";"K. Schum."
50305;50305;"Asplenium species";
50306;50306;"Asplenium friesiorum";"C. Chr."
50307;50307;"Allophylus abyssinicus";"(Hochst.) Radlk."
50308;50308;"Ilex mitis";"(L.) Radlk."
50309;50309;"Oplismenus hirtellus";"(L.) P. Beauv."
50310;50310;"Casearia battiscombei";"R. E. Fr."
50311;50311;"Flacourtia indica";"(Burm.f.) Merr."
52305;50311;"Flacourtia flavescens";"Willd."
50312;50312;"Erythrococca bongensis";"Pax"
50313;50313;"Strychnos mitis";"S. Moore"
50314;50314;"Isoglossa lactea";"Lindau ex Engl."
50315;50315;"Meyna tetraphylla";"(Schweinf. ex Hiern) Robyns"
50316;50316;"Celtis gomphophylla";"Baker"
50317;50317;"Ocotea kenyensis";"(Chiov.) Robyns & R. Wilczek"
50318;50318;"Strychnos henningsii";"Gilg"
50319;50319;"Coffea arabica";"L."
50320;50320;"Rinorea convallarioides";"(Baker f.) Eyles"
50321;50321;"Erythrococca fischeri";"Pax"
50322;50322;"Pavetta abyssinica";"Fresen."
50323;50323;"Oxyanthus speciosus";"DC."
50324;50324;"Rytigynia neglecta";"(Hiern) Robyns"
50325;50325;"Monodora grandidieri";"Baill."
50326;50326;"Vepris eugeniifolia";"(Engl.) I. Verd."
50327;50327;"Rhipsalis baccifera";"(J.S. Muell.) Stearn"
50328;50328;"Ekebergia capensis";"Sparrm."
51707;50328;"Ekebergia rueppelliana";"(Fresen.) A. Rich."
50329;50329;"Drypetes gerrardii";"Hutch."
50330;50330;"Diospyros abyssinica";"(Hiern) F. White"
50331;50331;"Setaria plicatilis";"(Hochst.) Hack. ex Engl."
50332;50332;"Apodytes dimidiata";"E. Mey. ex Arn."
50333;50333;"Strombosia scheffleri";"Engl."
50334;50334;"Trichilia emetica";"Vahl"
50335;50335;"Albizia gummifera";"(J.F. Gmel.) C.A. Sm."
50336;50336;"Ritchiea albersii";"Gilg"
50337;50337;"Croton macrostachyus";"Hochst. ex Delile"
50338;50338;"Bauhinia tomentosa";"L."
50339;50339;"Pouteria adolfi-friedericii";"(Engl.) A. Meeuse"
50340;50339;"Aningeria adolfi-friedericii";"(Engl.) Robyns & G.C.C. Gilbert"
50341;50341;"Psychotria kirkii";"Hiern"
50342;50342;"Cordia africana";"Lam."
51754;50342;"Cordia abyssinica";"R. Br."
50343;50343;"Dracaena laxissima";"Engl."
50344;50344;"Premna maxima";"T.C.E. Fr."
50345;50345;"Phyllanthus fischeri";"Pax"
50346;50346;"Achyrospermum schimperi";"(Hochst. ex Briq.) Perkins ex Mildbr."
50347;50347;"Ruttya fruticosa";"Lindau"
50348;50348;"Leucas grandis";"Vatke"
50349;50348;"Leucas mollis";"Baker"
50350;50350;"Barleria ventricosa";"Hochst. ex Nees"
50351;50350;"Barleria micrantha";"C.B. Clarke"
50352;50352;"Asparagus racemosus";"Willd."
50353;50353;"Peddiea africana";"Harv."
50354;50353;"Peddiea volkensii";"Gilg"
50355;50355;"Mystroxylon aethiopicum";"(Thunb.) Loes."
50356;50356;"Justicia diclipteroides";"Lindau"
50357;50357;"Crossandra mucronata";"Lindau"
50358;50358;"Psydrax schimperiana";"(A. Rich.) Bridson"
50359;50358;"Canthium schimperianum";"A. Rich."
50360;50360;"Bersama abyssinica";"Fresen."
50362;50362;"Parochetus communis";"Buch.-Ham. ex D. Don"
50363;50363;"Isoglossa gregorii";"(S. Moore) Lindau"
50364;50364;"Schrebera alata";"(Hochst.) Welw."
50365;50365;"Panicum monticola";"Hook. f."
50366;50366;"Encephalartos species";
50367;50367;"Doryopteris kirkii";"(Hook.) Alston"
52018;50367;"Doryopteris concolor var. kirkii";"(Hook.) R.E. Fr."
50368;50368;"Kleinia abyssinica";"(A. Rich.) A. Berger"
50369;50368;"Notonia abyssinica";"A. Rich."
50370;50370;"Strychnos usambarensis";"Gilg"
50372;50372;"Justicia nyassana";"Lindau"
50373;50373;"Isoglossa laxa";"Oliv."
50374;50374;"Leucas glabrata";"(Vahl) Sm."
50375;50375;"Hibiscus lunarifolius";"Willd."
50376;50376;"Justicia calyculata";"Deflers"
50377;50377;"Acacia brevispica";"Harms"
50378;50378;"Aneilema aequinoctiale";"(P. Beauv.) G. Don"
50379;50379;"Aneilema leiocaule";"K. Schum."
50380;50380;"Argomuellera macrophylla";"Pax"
50381;50381;"Solanecio mannii";"(Hook. f.) C. Jeffrey"
51715;50381;"Crassocephalum mannii";"(Hook. f.) Milne-Redh."
50382;50382;"Dracaena steudneri";"Engl."
50383;50383;"Hibiscus urticifolius";"A.St.-Hil. & Naudin"
50384;50384;"Loeseneriella africana";"(Willd.) N. Hallé"
50385;50384;"Hippocratea africana";"(Willd.) Loes."
50386;50386;"Cadaba farinosa";"Forssk."
50387;50387;"Ocimum decumbens";"Gürke"
50388;50387;"Becium capitatum";"Agnew"
50389;50389;"Vernonia lasiopus";"O. Hoffm."
50390;50390;"Kigelia africana";"(Lam.) Benth."
50391;50391;"Pterolobium stellatum";"(Forssk.) Brenan"
50394;50394;"Kyllinga crassipes";"Boeckeler"
50395;50394;"Cyperus bulbipes";"Mattf. & Kük."
50397;50397;"Craterostigma pumilum";"Hochst."
50400;50400;"Kyllinga elatior";"Kunth"
50401;50400;"Cyperus pinguis";"(C.B. Clarke) Mattf. & Kük."
50403;50403;"Craibia laurentii";"(De Wild.) De Wild."
50404;50404;"Plectranthus sylvestris";"Gürke"
50405;50405;"Hypoestes triflora";"(Forssk.) Roem. & Schult."
50406;50406;"Lepidotrichilia volkensii";"(Gürke) Leroy"
50407;50407;"Pauridiantha paucinervis";"(Hiern) Bremek."
50408;50407;"Pauridiantha holstii";"(K. Schum.) Bremek."
50409;50409;"Bothriocline longipes";"(Oliv. & Hiern) N.E. Br."
50410;50409;"Erlangea tomentosa";"(Oliv. & Hiern) S. Moore"
51738;50409;"Bothriocline tomentosa";"(Oliv. & Hiern) Wild & G. V. Pope"
50411;50411;"Euphorbia engleri";"Pax"
